Scenario,ScenarioName,Algorithm,CapWatts,NumSeeds,MeanFeasibilityRate,StdFeasibilityRate,MinFeasibilityRate,MaxFeasibilityRate,TotalSolutionsAcrossSeeds,TotalFeasibleAcrossSeeds
2,GPU_Stress,SA_Energy_Dominance_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,939,939
2,GPU_Stress,SA_Energy_Dominance_PC75,14092.8,10,0.8475,0.0744,0.6923,0.9161,939,817
2,GPU_Stress,SA_Energy_Dominance_PC75,11702.2,10,0.4747,0.1287,0.2059,0.6434,939,497
2,GPU_Stress,NSGA-II_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,384,384
2,GPU_Stress,NSGA-II_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,384,384
2,GPU_Stress,NSGA-II_PC75,14092.8,10,0.7724,0.1161,0.5714,0.9200,384,298
2,GPU_Stress,NSGA-II_PC75,11702.2,10,0.0000,0.0000,0.0000,0.0000,384,0
2,GPU_Stress,SPEA-II_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,384,384
2,GPU_Stress,SPEA-II_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,384,384
2,GPU_Stress,SPEA-II_PC75,14092.8,10,0.7251,0.1019,0.5882,0.9333,384,279
2,GPU_Stress,SPEA-II_PC75,11702.2,10,0.0000,0.0000,0.0000,0.0000,384,0
2,GPU_Stress,AMOSA_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,335,335
2,GPU_Stress,AMOSA_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,335,335
2,GPU_Stress,AMOSA_PC75,14092.8,10,0.6314,0.1463,0.4222,0.8966,335,205
2,GPU_Stress,AMOSA_PC75,11702.2,10,0.0000,0.0000,0.0000,0.0000,335,0
2,GPU_Stress,GA_WaitingTime_Dominance_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,21,21
2,GPU_Stress,GA_WaitingTime_Dominance_PC50,15807.7,10,1.0000,0.0000,1.0000,1.0000,21,21
2,GPU_Stress,GA_WaitingTime_Dominance_PC50,14092.8,10,1.0000,0.0000,1.0000,1.0000,21,21
2,GPU_Stress,GA_WaitingTime_Dominance_PC50,11702.2,10,0.0000,0.0000,0.0000,0.0000,21,0
2,GPU_Stress,GA_Energy_Dominance_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,546,546
2,GPU_Stress,GA_Energy_Dominance_PC50,15807.7,10,1.0000,0.0000,1.0000,1.0000,546,546
2,GPU_Stress,GA_Energy_Dominance_PC50,14092.8,10,1.0000,0.0000,1.0000,1.0000,546,546
2,GPU_Stress,GA_Energy_Dominance_PC50,11702.2,10,0.2976,0.1064,0.1475,0.4808,546,163
2,GPU_Stress,SA_WaitingTime_Dominance_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,22,22
2,GPU_Stress,SA_WaitingTime_Dominance_PC50,15807.7,10,1.0000,0.0000,1.0000,1.0000,22,22
2,GPU_Stress,SA_WaitingTime_Dominance_PC50,14092.8,10,0.1000,0.3162,0.0000,1.0000,22,3
2,GPU_Stress,SA_WaitingTime_Dominance_PC50,11702.2,10,0.0000,0.0000,0.0000,0.0000,22,0
2,GPU_Stress,SA_Energy_Dominance_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,859,859
2,GPU_Stress,SA_Energy_Dominance_PC50,15807.7,10,1.0000,0.0000,1.0000,1.0000,859,859
2,GPU_Stress,SA_Energy_Dominance_PC50,14092.8,10,1.0000,0.0000,1.0000,1.0000,859,859
2,GPU_Stress,SA_Energy_Dominance_PC50,11702.2,10,0.5356,0.1307,0.2414,0.6818,859,497
2,GPU_Stress,NSGA-II_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,378,378
2,GPU_Stress,NSGA-II_PC50,15807.7,10,1.0000,0.0000,1.0000,1.0000,378,378
2,GPU_Stress,NSGA-II_PC50,14092.8,10,1.0000,0.0000,1.0000,1.0000,378,378
2,GPU_Stress,NSGA-II_PC50,11702.2,10,0.0133,0.0281,0.0000,0.0667,378,6
2,GPU_Stress,SPEA-II_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,313,313
2,GPU_Stress,SPEA-II_PC50,15807.7,10,1.0000,0.0000,1.0000,1.0000,313,313
2,GPU_Stress,SPEA-II_PC50,14092.8,10,1.0000,0.0000,1.0000,1.0000,313,313
2,GPU_Stress,SPEA-II_PC50,11702.2,10,0.0030,0.0096,0.0000,0.0303,313,1
2,GPU_Stress,AMOSA_PC50,16592.3,10,1.0000,0.0000,1.0000,1.0000,321,321
